date,machine_name,machine_age_days,days_since_malfunction,daily_operating_hours,malfunction_component,failed_in_next_7_days
2023-06-29,Mixer 13,493,96,14.0,Motor,1
2023-06-30,Mixer 13,494,97,12.59,Motor,0
2023-07-01,Mixer 13,495,0,17.56,Conveyor Belt,0
2023-07-02,Mixer 13,496,1,16.32,Conveyor Belt,0
2023-07-03,Mixer 13,497,2,20.19,Conveyor Belt,0
2023-07-04,Mixer 13,498,3,14.56,Conveyor Belt,0
2023-07-05,Mixer 13,499,4,17.4,Conveyor Belt,0
2023-07-06,Mixer 13,500,5,17.77,Conveyor Belt,0
2023-07-07,Mixer 13,501,6,18.52,Conveyor Belt,0
2023-07-08,Mixer 13,502,7,15.96,Conveyor Belt,0
2023-07-09,Mixer 13,503,8,14.41,Conveyor Belt,0
2023-07-10,Mixer 13,504,9,19.73,Conveyor Belt,0
2023-07-11,Mixer 13,505,10,21.71,Conveyor Belt,0
2023-07-12,Mixer 13,506,11,19.62,Conveyor Belt,0
2023-07-13,Mixer 13,507,12,24.0,Conveyor Belt,0
2023-07-14,Mixer 13,508,13,13.08,Conveyor Belt,0
2023-07-15,Mixer 13,509,14,18.46,Conveyor Belt,0
2023-07-16,Mixer 13,510,15,20.91,Conveyor Belt,0
2023-07-17,Mixer 13,511,16,16.31,Conveyor Belt,1
2023-07-18,Mixer 13,512,17,22.71,Conveyor Belt,1
2023-07-19,Mixer 13,513,18,19.45,Conveyor Belt,1
2023-07-20,Mixer 13,514,19,20.43,Conveyor Belt,1
2023-07-21,Mixer 13,515,20,20.24,Conveyor Belt,1
2023-07-22,Mixer 13,516,21,19.03,Conveyor Belt,1
2023-07-23,Mixer 13,517,22,9.23,Conveyor Belt,1
2023-07-24,Mixer 13,518,23,16.11,Conveyor Belt,0
2023-07-25,Mixer 13,519,0,17.25,Cooling System,0
2023-07-26,Mixer 13,520,1,19.65,Cooling System,0
2023-07-27,Mixer 13,521,2,15.5,Cooling System,0
2023-07-28,Mixer 13,522,3,16.18,Cooling System,0
2023-07-29,Mixer 13,523,4,18.22,Cooling System,0
2023-07-30,Mixer 13,524,5,19.79,Cooling System,0
2023-07-31,Mixer 13,525,6,18.34,Cooling System,0
2023-08-01,Mixer 13,526,7,21.59,Cooling System,0
2023-08-02,Mixer 13,527,8,15.69,Cooling System,0
2023-08-03,Mixer 13,528,9,16.6,Cooling System,0
2023-08-04,Mixer 13,529,10,18.57,Cooling System,0
2023-08-05,Mixer 13,530,11,18.36,Cooling System,0
2023-08-06,Mixer 13,531,12,14.41,Cooling System,0
2023-08-07,Mixer 13,532,13,18.52,Cooling System,0
2023-08-08,Mixer 13,533,14,22.29,Cooling System,0
2023-08-09,Mixer 13,534,15,18.44,Cooling System,0
2023-08-10,Mixer 13,535,16,12.37,Cooling System,0
2023-08-11,Mixer 13,536,17,15.77,Cooling System,0
2023-08-12,Mixer 13,537,18,23.1,Cooling System,0
2023-08-13,Mixer 13,538,19,21.39,Cooling System,0
2023-08-14,Mixer 13,539,20,22.02,Cooling System,0
2023-08-15,Mixer 13,540,21,13.45,Cooling System,0
2023-08-16,Mixer 13,541,22,17.28,Cooling System,0
2023-08-17,Mixer 13,542,23,19.49,Cooling System,0
2023-08-18,Mixer 13,543,24,16.63,Cooling System,0
2023-08-19,Mixer 13,544,25,16.3,Cooling System,1
2023-08-20,Mixer 13,545,26,13.22,Cooling System,1
2023-08-21,Mixer 13,546,27,13.3,Cooling System,1
2023-08-22,Mixer 13,547,28,17.1,Cooling System,1
2023-08-23,Mixer 13,548,29,21.02,Cooling System,1
2023-08-24,Mixer 13,549,30,19.31,Cooling System,1
2023-08-25,Mixer 13,550,31,23.77,Cooling System,1
2023-08-26,Mixer 13,551,32,20.12,Cooling System,0
2023-08-27,Mixer 13,552,0,24.0,Cooling System,0
2023-08-28,Mixer 13,553,1,17.24,Cooling System,0
2023-08-29,Mixer 13,554,2,12.23,Cooling System,0
2023-08-30,Mixer 13,555,3,19.03,Cooling System,0
2023-08-31,Mixer 13,556,4,14.95,Cooling System,0
2023-09-01,Mixer 13,557,5,16.94,Cooling System,0
2023-09-02,Mixer 13,558,6,14.03,Cooling System,0
2023-09-03,Mixer 13,559,7,20.22,Cooling System,0
2023-09-04,Mixer 13,560,8,18.72,Cooling System,0
2023-09-05,Mixer 13,561,9,20.41,Cooling System,0
2023-09-06,Mixer 13,562,10,23.22,Cooling System,0
2023-09-07,Mixer 13,563,11,13.74,Cooling System,0
2023-09-08,Mixer 13,564,12,12.63,Cooling System,0
2023-09-09,Mixer 13,565,13,13.74,Cooling System,0
2023-09-10,Mixer 13,566,14,16.88,Cooling System,0
2023-09-11,Mixer 13,567,15,20.45,Cooling System,0
2023-09-12,Mixer 13,568,16,13.3,Cooling System,0
2023-09-13,Mixer 13,569,17,15.17,Cooling System,0
2023-09-14,Mixer 13,570,18,16.87,Cooling System,0
2023-09-15,Mixer 13,571,19,15.53,Cooling System,0
2023-09-16,Mixer 13,572,20,18.76,Cooling System,0
2023-09-17,Mixer 13,573,21,11.19,Cooling System,0
2023-09-18,Mixer 13,574,22,23.76,Cooling System,0
2023-09-19,Mixer 13,575,23,19.44,Cooling System,0
2023-09-20,Mixer 13,576,24,19.18,Cooling System,0
2023-09-21,Mixer 13,577,25,18.09,Cooling System,0
2023-09-22,Mixer 13,578,26,10.16,Cooling System,0
2023-09-23,Mixer 13,579,27,14.16,Cooling System,0
2023-09-24,Mixer 13,580,28,18.39,Cooling System,0
2023-09-25,Mixer 13,581,29,16.8,Cooling System,0
2023-09-26,Mixer 13,582,30,16.95,Cooling System,0
2023-09-27,Mixer 13,583,31,13.63,Cooling System,0
2023-09-28,Mixer 13,584,32,12.03,Cooling System,0
2023-09-29,Mixer 13,585,33,15.89,Cooling System,0
2023-09-30,Mixer 13,586,34,12.32,Cooling System,0
2023-10-01,Mixer 13,587,35,24.0,Cooling System,0
2023-10-02,Mixer 13,588,36,21.46,Cooling System,0
2023-10-03,Mixer 13,589,37,15.19,Cooling System,0
2023-10-04,Mixer 13,590,38,14.29,Cooling System,0
2023-10-05,Mixer 13,591,39,16.91,Cooling System,1
2023-10-06,Mixer 13,592,40,22.54,Cooling System,1
2023-10-07,Mixer 13,593,41,20.09,Cooling System,1
2023-10-08,Mixer 13,594,42,18.73,Cooling System,1
2023-10-09,Mixer 13,595,43,14.06,Cooling System,1
2023-10-10,Mixer 13,596,44,22.17,Cooling System,1
2023-10-11,Mixer 13,597,45,24.0,Cooling System,1
2023-10-12,Mixer 13,598,46,21.65,Cooling System,0
2023-10-13,Mixer 13,599,0,21.01,Electrical Relay,0
2023-10-14,Mixer 13,600,1,19.45,Electrical Relay,0
2023-10-15,Mixer 13,601,2,14.48,Electrical Relay,0
2023-10-16,Mixer 13,602,3,20.12,Electrical Relay,0
2023-10-17,Mixer 13,603,4,18.99,Electrical Relay,0
2023-10-18,Mixer 13,604,5,20.45,Electrical Relay,0
2023-10-19,Mixer 13,605,6,17.75,Electrical Relay,0
2023-10-20,Mixer 13,606,7,20.9,Electrical Relay,0
2023-10-21,Mixer 13,607,8,20.41,Electrical Relay,0
2023-10-22,Mixer 13,608,9,16.67,Electrical Relay,0
2023-10-23,Mixer 13,609,10,18.1,Electrical Relay,0
2023-10-24,Mixer 13,610,11,21.28,Electrical Relay,0
2023-10-25,Mixer 13,611,12,21.58,Electrical Relay,0
2023-10-26,Mixer 13,612,13,23.01,Electrical Relay,0
2023-10-27,Mixer 13,613,14,15.56,Electrical Relay,0
2023-10-28,Mixer 13,614,15,16.87,Electrical Relay,0
2023-10-29,Mixer 13,615,16,24.0,Electrical Relay,0
2023-10-30,Mixer 13,616,17,24.0,Electrical Relay,0
2023-10-31,Mixer 13,617,18,19.38,Electrical Relay,0
2023-11-01,Mixer 13,618,19,18.04,Electrical Relay,0
2023-11-02,Mixer 13,619,20,24.0,Electrical Relay,0
2023-11-03,Mixer 13,620,21,24.0,Electrical Relay,0
2023-11-04,Mixer 13,621,22,21.33,Electrical Relay,0
2023-11-05,Mixer 13,622,23,17.81,Electrical Relay,0
2023-11-06,Mixer 13,623,24,19.69,Electrical Relay,0
2023-11-07,Mixer 13,624,25,12.19,Electrical Relay,0
2023-11-08,Mixer 13,625,26,22.06,Electrical Relay,1
2023-11-09,Mixer 13,626,27,15.8,Electrical Relay,1
2023-11-10,Mixer 13,627,28,24.0,Electrical Relay,1
2023-11-11,Mixer 13,628,29,11.2,Electrical Relay,1
2023-11-12,Mixer 13,629,30,15.96,Electrical Relay,1
2023-11-13,Mixer 13,630,31,18.82,Electrical Relay,1
2023-11-14,Mixer 13,631,32,18.61,Electrical Relay,1
2023-11-15,Mixer 13,632,33,15.43,Electrical Relay,0
2023-11-16,Mixer 13,633,0,19.01,Electrical Relay,0
2023-11-17,Mixer 13,634,1,21.85,Electrical Relay,0
2023-11-18,Mixer 13,635,2,24.0,Electrical Relay,0
2023-11-19,Mixer 13,636,3,23.78,Electrical Relay,0
2023-11-20,Mixer 13,637,4,15.51,Electrical Relay,0
2023-11-21,Mixer 13,638,5,21.36,Electrical Relay,0
2023-11-22,Mixer 13,639,6,24.0,Electrical Relay,0
2023-11-23,Mixer 13,640,7,14.01,Electrical Relay,0
2023-11-24,Mixer 13,641,8,16.41,Electrical Relay,0
2023-11-25,Mixer 13,642,9,22.57,Electrical Relay,0
2023-11-26,Mixer 13,643,10,12.03,Electrical Relay,0
2023-11-27,Mixer 13,644,11,15.57,Electrical Relay,0
2023-11-28,Mixer 13,645,12,17.84,Electrical Relay,0
2023-11-29,Mixer 13,646,13,16.79,Electrical Relay,0
2023-11-30,Mixer 13,647,14,16.01,Electrical Relay,0
2023-12-01,Mixer 13,648,15,15.21,Electrical Relay,0
2023-12-02,Mixer 13,649,16,22.06,Electrical Relay,0
2023-12-03,Mixer 13,650,17,24.0,Electrical Relay,0
2023-12-04,Mixer 13,651,18,18.64,Electrical Relay,0
2023-12-05,Mixer 13,652,19,23.11,Electrical Relay,0
2023-12-06,Mixer 13,653,20,12.83,Electrical Relay,0
2023-12-07,Mixer 13,654,21,22.1,Electrical Relay,0
2023-12-08,Mixer 13,655,22,16.28,Electrical Relay,0
2023-12-09,Mixer 13,656,23,15.31,Electrical Relay,0
2023-12-10,Mixer 13,657,24,20.53,Electrical Relay,1
2023-12-11,Mixer 13,658,25,20.04,Electrical Relay,1
2023-12-12,Mixer 13,659,26,19.43,Electrical Relay,1
2023-12-13,Mixer 13,660,27,14.96,Electrical Relay,1
2023-12-14,Mixer 13,661,28,22.96,Electrical Relay,1
2023-12-15,Mixer 13,662,29,15.97,Electrical Relay,1
2023-12-16,Mixer 13,663,30,19.09,Electrical Relay,1
2023-12-17,Mixer 13,664,31,15.85,Electrical Relay,0
2023-12-18,Mixer 13,665,0,16.12,Sensor,0
2023-12-19,Mixer 13,666,1,19.61,Sensor,0
2023-12-20,Mixer 13,667,2,16.42,Sensor,0
2023-12-21,Mixer 13,668,3,20.28,Sensor,0
2023-12-22,Mixer 13,669,4,17.25,Sensor,0
2023-12-23,Mixer 13,670,5,17.42,Sensor,0
2023-12-24,Mixer 13,671,6,16.39,Sensor,0
2023-12-25,Mixer 13,672,7,15.71,Sensor,0
2023-12-26,Mixer 13,673,8,23.1,Sensor,1
2023-12-27,Mixer 13,674,9,9.0,Sensor,1
2023-12-28,Mixer 13,675,10,16.98,Sensor,1
2023-12-29,Mixer 13,676,11,13.87,Sensor,1
2023-12-30,Mixer 13,677,12,15.63,Sensor,1
2023-12-31,Mixer 13,678,13,20.22,Sensor,1
2024-01-01,Mixer 13,679,14,18.96,Sensor,1
2024-01-02,Mixer 13,680,15,20.53,Sensor,0
2024-01-03,Mixer 13,681,0,16.08,Conveyor Belt,0
2024-01-04,Mixer 13,682,1,13.84,Conveyor Belt,0
2024-01-05,Mixer 13,683,2,23.04,Conveyor Belt,0
2024-01-06,Mixer 13,684,3,15.43,Conveyor Belt,0
2024-01-07,Mixer 13,685,4,9.08,Conveyor Belt,0
2024-01-08,Mixer 13,686,5,19.85,Conveyor Belt,0
2024-01-09,Mixer 13,687,6,24.0,Conveyor Belt,0
2024-01-10,Mixer 13,688,7,19.19,Conveyor Belt,1
2024-01-11,Mixer 13,689,8,20.0,Conveyor Belt,1
2024-01-12,Mixer 13,690,9,17.97,Conveyor Belt,1
2024-01-13,Mixer 13,691,10,20.04,Conveyor Belt,1
2024-01-14,Mixer 13,692,11,16.06,Conveyor Belt,1
2024-01-15,Mixer 13,693,12,19.63,Conveyor Belt,1
2024-01-16,Mixer 13,694,13,15.23,Conveyor Belt,1
2024-01-17,Mixer 13,695,14,24.0,Conveyor Belt,0
2024-01-18,Mixer 13,696,0,19.75,Conveyor Belt,0
2024-01-19,Mixer 13,697,1,22.68,Conveyor Belt,0
2024-01-20,Mixer 13,698,2,13.96,Conveyor Belt,0
2024-01-21,Mixer 13,699,3,15.33,Conveyor Belt,0
2024-01-22,Mixer 13,700,4,21.06,Conveyor Belt,0
2024-01-23,Mixer 13,701,5,7.99,Conveyor Belt,0
2024-01-24,Mixer 13,702,6,16.26,Conveyor Belt,0
2024-01-25,Mixer 13,703,7,17.24,Conveyor Belt,0
2024-01-26,Mixer 13,704,8,15.49,Conveyor Belt,0
2024-01-27,Mixer 13,705,9,22.22,Conveyor Belt,0
2024-01-28,Mixer 13,706,10,24.0,Conveyor Belt,0
2024-01-29,Mixer 13,707,11,14.45,Conveyor Belt,0
2024-01-30,Mixer 13,708,12,21.86,Conveyor Belt,0
2024-01-31,Mixer 13,709,13,9.32,Conveyor Belt,1
2024-02-01,Mixer 13,710,14,18.4,Conveyor Belt,1
2024-02-02,Mixer 13,711,15,21.42,Conveyor Belt,1
2024-02-03,Mixer 13,712,16,19.12,Conveyor Belt,1
2024-02-04,Mixer 13,713,17,17.43,Conveyor Belt,1
2024-02-05,Mixer 13,714,18,24.0,Conveyor Belt,1
2024-02-06,Mixer 13,715,19,18.85,Conveyor Belt,1
2024-02-07,Mixer 13,716,20,21.8,Conveyor Belt,0
2024-02-08,Mixer 13,717,0,17.26,Pneumatic Valve,0
2024-02-09,Mixer 13,718,1,20.07,Pneumatic Valve,0
2024-02-10,Mixer 13,719,2,21.27,Pneumatic Valve,0
2024-02-11,Mixer 13,720,3,14.44,Pneumatic Valve,0
2024-02-12,Mixer 13,721,4,13.21,Pneumatic Valve,0
2024-02-13,Mixer 13,722,5,21.93,Pneumatic Valve,0
2024-02-14,Mixer 13,723,6,16.16,Pneumatic Valve,0
2024-02-15,Mixer 13,724,7,18.41,Pneumatic Valve,0
2024-02-16,Mixer 13,725,8,17.06,Pneumatic Valve,0
2024-02-17,Mixer 13,726,9,13.47,Pneumatic Valve,0
2024-02-18,Mixer 13,727,10,16.8,Pneumatic Valve,0
2024-02-19,Mixer 13,728,11,19.91,Pneumatic Valve,0
2024-02-20,Mixer 13,729,12,10.07,Pneumatic Valve,0
2024-02-21,Mixer 13,730,13,14.44,Pneumatic Valve,0
2024-02-22,Mixer 13,731,14,16.45,Pneumatic Valve,0
2024-02-23,Mixer 13,732,15,20.03,Pneumatic Valve,0
2024-02-24,Mixer 13,733,16,21.93,Pneumatic Valve,0
2024-02-25,Mixer 13,734,17,14.92,Pneumatic Valve,0
2024-02-26,Mixer 13,735,18,23.52,Pneumatic Valve,0
2024-02-27,Mixer 13,736,19,24.0,Pneumatic Valve,0
2024-02-28,Mixer 13,737,20,20.2,Pneumatic Valve,0
2024-02-29,Mixer 13,738,21,19.5,Pneumatic Valve,0
2024-03-01,Mixer 13,739,22,13.06,Pneumatic Valve,0
2024-03-02,Mixer 13,740,23,15.36,Pneumatic Valve,0
2024-03-03,Mixer 13,741,24,14.34,Pneumatic Valve,0
2024-03-04,Mixer 13,742,25,13.85,Pneumatic Valve,0
2024-03-05,Mixer 13,743,26,20.51,Pneumatic Valve,0
2024-03-06,Mixer 13,744,27,18.33,Pneumatic Valve,0
2024-03-07,Mixer 13,745,28,15.02,Pneumatic Valve,0
2024-03-08,Mixer 13,746,29,19.37,Pneumatic Valve,0
2024-03-09,Mixer 13,747,30,21.56,Pneumatic Valve,1
2024-03-10,Mixer 13,748,31,21.94,Pneumatic Valve,1
2024-03-11,Mixer 13,749,32,24.0,Pneumatic Valve,1
2024-03-12,Mixer 13,750,33,19.69,Pneumatic Valve,1
2024-03-13,Mixer 13,751,34,13.51,Pneumatic Valve,1
2024-03-14,Mixer 13,752,35,21.74,Pneumatic Valve,1
2024-03-15,Mixer 13,753,36,15.73,Pneumatic Valve,1
2024-03-16,Mixer 13,754,37,19.65,Pneumatic Valve,0
2024-03-17,Mixer 13,755,0,17.35,Hydraulic Pump,0
2024-03-18,Mixer 13,756,1,19.84,Hydraulic Pump,0
2024-03-19,Mixer 13,757,2,17.47,Hydraulic Pump,0
2024-03-20,Mixer 13,758,3,21.5,Hydraulic Pump,0
2024-03-21,Mixer 13,759,4,22.58,Hydraulic Pump,0
2024-03-22,Mixer 13,760,5,12.75,Hydraulic Pump,0
2024-03-23,Mixer 13,761,6,21.69,Hydraulic Pump,0
2024-03-24,Mixer 13,762,7,18.56,Hydraulic Pump,0
2024-03-25,Mixer 13,763,8,16.2,Hydraulic Pump,0
2024-03-26,Mixer 13,764,9,18.05,Hydraulic Pump,0
2024-03-27,Mixer 13,765,10,20.97,Hydraulic Pump,0
2024-03-28,Mixer 13,766,11,21.23,Hydraulic Pump,0
2024-03-29,Mixer 13,767,12,19.94,Hydraulic Pump,0
2024-03-30,Mixer 13,768,13,16.25,Hydraulic Pump,0
2024-03-31,Mixer 13,769,14,10.18,Hydraulic Pump,0
2024-04-01,Mixer 13,770,15,18.85,Hydraulic Pump,0
2024-04-02,Mixer 13,771,16,22.61,Hydraulic Pump,0
2024-04-03,Mixer 13,772,17,15.2,Hydraulic Pump,0
2024-04-04,Mixer 13,773,18,17.99,Hydraulic Pump,0
2024-04-05,Mixer 13,774,19,15.94,Hydraulic Pump,0
2024-04-06,Mixer 13,775,20,13.06,Hydraulic Pump,0
2024-04-07,Mixer 13,776,21,18.26,Hydraulic Pump,0
2024-04-08,Mixer 13,777,22,14.88,Hydraulic Pump,1
2024-04-09,Mixer 13,778,23,20.34,Hydraulic Pump,1
2024-04-10,Mixer 13,779,24,23.53,Hydraulic Pump,1
2024-04-11,Mixer 13,780,25,19.74,Hydraulic Pump,1
2024-04-12,Mixer 13,781,26,13.09,Hydraulic Pump,1
2024-04-13,Mixer 13,782,27,17.75,Hydraulic Pump,1
2024-04-14,Mixer 13,783,28,17.65,Hydraulic Pump,1
2024-04-15,Mixer 13,784,29,18.2,Hydraulic Pump,0
2024-04-16,Mixer 13,785,0,22.98,Sensor,0
2024-04-17,Mixer 13,786,1,18.56,Sensor,0
2024-04-18,Mixer 13,787,2,14.16,Sensor,0
2024-04-19,Mixer 13,788,3,13.13,Sensor,0
2024-04-20,Mixer 13,789,4,19.1,Sensor,0
2024-04-21,Mixer 13,790,5,24.0,Sensor,0
2024-04-22,Mixer 13,791,6,24.0,Sensor,0
2024-04-23,Mixer 13,792,7,16.3,Sensor,0
2024-04-24,Mixer 13,793,8,16.17,Sensor,0
2024-04-25,Mixer 13,794,9,10.74,Sensor,0
2024-04-26,Mixer 13,795,10,23.41,Sensor,0
2024-04-27,Mixer 13,796,11,18.63,Sensor,0
2024-04-28,Mixer 13,797,12,16.74,Sensor,0
2024-04-29,Mixer 13,798,13,20.37,Sensor,0
2024-04-30,Mixer 13,799,14,14.4,Sensor,0
2024-05-01,Mixer 13,800,15,16.49,Sensor,0
2024-05-02,Mixer 13,801,16,17.02,Sensor,0
2024-05-03,Mixer 13,802,17,15.25,Sensor,0
2024-05-04,Mixer 13,803,18,23.07,Sensor,0
2024-05-05,Mixer 13,804,19,9.94,Sensor,0
2024-05-06,Mixer 13,805,20,23.17,Sensor,0
2024-05-07,Mixer 13,806,21,13.57,Sensor,1
2024-05-08,Mixer 13,807,22,24.0,Sensor,1
2024-05-09,Mixer 13,808,23,24.0,Sensor,1
2024-05-10,Mixer 13,809,24,18.53,Sensor,1
2024-05-11,Mixer 13,810,25,24.0,Sensor,1
2024-05-12,Mixer 13,811,26,19.13,Sensor,1
2024-05-13,Mixer 13,812,27,16.56,Sensor,1
2024-05-14,Mixer 13,813,28,14.93,Sensor,0
2024-05-15,Mixer 13,814,0,21.4,Sensor,0
2024-05-16,Mixer 13,815,1,5.96,Sensor,0
2024-05-17,Mixer 13,816,2,14.47,Sensor,0
2024-05-18,Mixer 13,817,3,20.3,Sensor,0
2024-05-19,Mixer 13,818,4,14.89,Sensor,0
2024-05-20,Mixer 13,819,5,21.64,Sensor,0
2024-05-21,Mixer 13,820,6,12.89,Sensor,0
2024-05-22,Mixer 13,821,7,14.58,Sensor,0
2024-05-23,Mixer 13,822,8,24.0,Sensor,0
2024-05-24,Mixer 13,823,9,22.18,Sensor,0
2024-05-25,Mixer 13,824,10,18.45,Sensor,0
2024-05-26,Mixer 13,825,11,18.45,Sensor,0
2024-05-27,Mixer 13,826,12,15.09,Sensor,0
2024-05-28,Mixer 13,827,13,23.28,Sensor,0
2024-05-29,Mixer 13,828,14,23.36,Sensor,0
2024-05-30,Mixer 13,829,15,17.66,Sensor,0
2024-05-31,Mixer 13,830,16,17.57,Sensor,0
2024-06-01,Mixer 13,831,17,16.06,Sensor,0
2024-06-02,Mixer 13,832,18,19.36,Sensor,0
2024-06-03,Mixer 13,833,19,11.02,Sensor,0
2024-06-04,Mixer 13,834,20,18.02,Sensor,0
2024-06-05,Mixer 13,835,21,22.26,Sensor,0
2024-06-06,Mixer 13,836,22,18.9,Sensor,0
2024-06-07,Mixer 13,837,23,21.03,Sensor,0
2024-06-08,Mixer 13,838,24,19.78,Sensor,0
2024-06-09,Mixer 13,839,25,19.06,Sensor,0
2024-06-10,Mixer 13,840,26,18.34,Sensor,1
2024-06-11,Mixer 13,841,27,21.66,Sensor,1
2024-06-12,Mixer 13,842,28,17.4,Sensor,1
2024-06-13,Mixer 13,843,29,14.33,Sensor,1
2024-06-14,Mixer 13,844,30,23.79,Sensor,1
2024-06-15,Mixer 13,845,31,21.22,Sensor,1
2024-06-16,Mixer 13,846,32,10.62,Sensor,1
2024-06-17,Mixer 13,847,33,19.44,Sensor,0
2024-06-18,Mixer 13,848,0,10.28,Hydraulic Pump,0
2024-06-19,Mixer 13,849,1,14.83,Hydraulic Pump,0
2024-06-20,Mixer 13,850,2,23.55,Hydraulic Pump,0
2024-06-21,Mixer 13,851,3,16.88,Hydraulic Pump,0
2024-06-22,Mixer 13,852,4,24.0,Hydraulic Pump,1
2024-06-23,Mixer 13,853,5,21.54,Hydraulic Pump,1
2024-06-24,Mixer 13,854,6,9.07,Hydraulic Pump,1
2024-06-25,Mixer 13,855,7,21.31,Hydraulic Pump,1
2024-06-26,Mixer 13,856,8,19.17,Hydraulic Pump,1
2024-06-27,Mixer 13,857,9,13.48,Hydraulic Pump,1
2024-06-28,Mixer 13,858,10,11.37,Hydraulic Pump,1
2024-06-29,Mixer 13,859,11,16.69,Hydraulic Pump,0
2024-06-30,Mixer 13,860,0,14.57,Blade,0
2024-07-01,Mixer 13,861,1,19.99,Blade,0
2024-07-02,Mixer 13,862,2,21.93,Blade,0
2024-07-03,Mixer 13,863,3,21.48,Blade,0
2024-07-04,Mixer 13,864,4,22.13,Blade,0
2024-07-05,Mixer 13,865,5,19.24,Blade,0
2024-07-06,Mixer 13,866,6,18.55,Blade,0
2024-07-07,Mixer 13,867,7,10.55,Blade,0
2024-07-08,Mixer 13,868,8,19.72,Blade,0
2024-07-09,Mixer 13,869,9,19.51,Blade,0
2024-07-10,Mixer 13,870,10,18.59,Blade,0
2024-07-11,Mixer 13,871,11,20.91,Blade,0
2024-07-12,Mixer 13,872,12,19.54,Blade,0
2024-07-13,Mixer 13,873,13,22.33,Blade,0
2024-07-14,Mixer 13,874,14,15.53,Blade,0
2024-07-15,Mixer 13,875,15,17.61,Blade,0
2024-07-16,Mixer 13,876,16,24.0,Blade,0
2024-07-17,Mixer 13,877,17,23.65,Blade,0
2024-07-18,Mixer 13,878,18,7.74,Blade,0
2024-07-19,Mixer 13,879,19,17.36,Blade,0
2024-07-20,Mixer 13,880,20,16.0,Blade,0
2024-07-21,Mixer 13,881,21,17.12,Blade,0
2024-07-22,Mixer 13,882,22,20.77,Blade,0
2024-07-23,Mixer 13,883,23,18.29,Blade,0
2024-07-24,Mixer 13,884,24,22.66,Blade,0
2024-07-25,Mixer 13,885,25,11.68,Blade,0
2024-07-26,Mixer 13,886,26,16.01,Blade,0
2024-07-27,Mixer 13,887,27,22.55,Blade,0
2024-07-28,Mixer 13,888,28,12.0,Blade,0
2024-07-29,Mixer 13,889,29,13.02,Blade,0
2024-07-30,Mixer 13,890,30,17.45,Blade,0
2024-07-31,Mixer 13,891,31,15.6,Blade,0
2024-08-01,Mixer 13,892,32,15.86,Blade,0
2024-08-02,Mixer 13,893,33,19.78,Blade,0
2024-08-03,Mixer 13,894,34,18.48,Blade,0
2024-08-04,Mixer 13,895,35,17.56,Blade,0
2024-08-05,Mixer 13,896,36,16.01,Blade,0
2024-08-06,Mixer 13,897,37,14.47,Blade,0
2024-08-07,Mixer 13,898,38,13.71,Blade,0
2024-08-08,Mixer 13,899,39,18.19,Blade,0
2024-08-09,Mixer 13,900,40,24.0,Blade,0
2024-08-10,Mixer 13,901,41,15.6,Blade,0
2024-08-11,Mixer 13,902,42,22.32,Blade,0
2024-08-12,Mixer 13,903,43,18.71,Blade,0
2024-08-13,Mixer 13,904,44,19.42,Blade,1
2024-08-14,Mixer 13,905,45,22.49,Blade,1
2024-08-15,Mixer 13,906,46,14.87,Blade,1
2024-08-16,Mixer 13,907,47,24.0,Blade,1
2024-08-17,Mixer 13,908,48,18.9,Blade,1
2024-08-18,Mixer 13,909,49,20.14,Blade,1
2024-08-19,Mixer 13,910,50,20.06,Blade,1
2024-08-20,Mixer 13,911,51,21.39,Blade,0
2024-08-21,Mixer 13,912,0,18.62,Pneumatic Valve,0
2024-08-22,Mixer 13,913,1,16.0,Pneumatic Valve,0
2024-08-23,Mixer 13,914,2,16.15,Pneumatic Valve,0
2024-08-24,Mixer 13,915,3,20.29,Pneumatic Valve,0
2024-08-25,Mixer 13,916,4,10.12,Pneumatic Valve,0
2024-08-26,Mixer 13,917,5,16.14,Pneumatic Valve,0
2024-08-27,Mixer 13,918,6,19.72,Pneumatic Valve,0
2024-08-28,Mixer 13,919,7,24.0,Pneumatic Valve,1
2024-08-29,Mixer 13,920,8,15.67,Pneumatic Valve,1
2024-08-30,Mixer 13,921,9,13.86,Pneumatic Valve,1
2024-08-31,Mixer 13,922,10,20.22,Pneumatic Valve,1
2024-09-01,Mixer 13,923,11,21.03,Pneumatic Valve,1
2024-09-02,Mixer 13,924,12,20.51,Pneumatic Valve,1
2024-09-03,Mixer 13,925,13,16.48,Pneumatic Valve,1
2024-09-04,Mixer 13,926,14,24.0,Pneumatic Valve,0
2024-09-05,Mixer 13,927,0,20.77,Motor,0
2024-09-06,Mixer 13,928,1,18.41,Motor,0
2024-09-07,Mixer 13,929,2,14.43,Motor,0
2024-09-08,Mixer 13,930,3,16.25,Motor,0
2024-09-09,Mixer 13,931,4,20.67,Motor,0
2024-09-10,Mixer 13,932,5,15.09,Motor,0
2024-09-11,Mixer 13,933,6,21.08,Motor,0
2024-09-12,Mixer 13,934,7,18.01,Motor,0
2024-09-13,Mixer 13,935,8,18.0,Motor,0
2024-09-14,Mixer 13,936,9,20.68,Motor,0
2024-09-15,Mixer 13,937,10,13.53,Motor,0
2024-09-16,Mixer 13,938,11,16.75,Motor,0
2024-09-17,Mixer 13,939,12,17.51,Motor,0
2024-09-18,Mixer 13,940,13,20.47,Motor,0
2024-09-19,Mixer 13,941,14,22.66,Motor,0
